term,value,context,context value,level
forget-me-not,nomeolvides,,,normal
foxglove,dedalera,,,hard
foxtail,cola de zorro,,,hard
gagea,gagea,,,hard
garden cress watercress,berro de jardín berro de agua,,,normal
garlic,ajo,,,simple
gentian,genciana,,,hard
geranium,geranio,,,normal
ginseng,ginseng,,,hard
gledichia,gledichia,,,hard
globe-flower,flor de globo,,,hard
gooseberry,grosella espinosa,,,simple
grape,uva,,,simple
grape,uva,,,simple
grassy elderberry,saúco herbáceo,,,hard
haircap,gorra de pelo,,,hard
haricot,haricot,,,simple
hawthorn,espino,,,hard
hazel,avellano,,,normal
heather,brezo,,,normal
hellebore,eléboro,,,hard
hemlock,cicuta,,,hard
hemp,cáñamo,,,normal
henbane,beleño,,,hard
herd’s grass,hierba de los rebaños,,,normal
highlander alpine,alpiste,,,hard
holly,acebo,,,hard
honey agaric,agárico de la miel,,,hard
honey-suckle,madreselva,,,normal
hop,lúpulo,,,normal
hornbeam,carpe,,,normal
horse radish,rábano picante,,,normal
iris,iris,,,normal
ivy,hiedra,,,normal
jasmine,jazmín,,,normal
juniper,enebro,,,normal
labrador tea,té de labrador,,,normal
larch,alerce,,,normal
lemon,limón,,,simple
lentil,lenteja,,,normal
leucanthemum,leucanthemum,,,hard
liana,liana,,,normal
lichen,liquen,,,hard
licorice,regaliz,,,hard
lilac,lila,,,simple
lily,lirio,,,simple
lily of the valley,lirio de los valles,,,normal
linden,tilo,,,normal
lotus,loto,,,normal
lungwort,lungwort,,,hard
luzula,luzula,,,hard
lychnis,lychnis,,,hard
madder,rubia,,,hard
magnolia,magnolia,,,normal
mallow,malva,,,hard
maple,arce,,,normal
marigold,caléndula,,,hard
marrow,tuétano,,,simple
marsh marigold,caléndula de los pantanos,,,hard
meadow geranium,geranio de los prados,,,hard
meadow grass,hierba de los prados,,,normal
meadowrue,hierba de los prados,,,hard
medlar,níspero,,,normal
melicot,melicot,,,hard
melon,melón,,,simple
milfoil,milhoja,,,normal
millet,mijo,,,normal
mimosa,mimosa,,,normal
mistletoe,muérdago,,,hard
monkey-bread,pan de mono,,,normal
moss,musgo,,,simple
mountain ash,fresno de montaña,,,normal
movel,movel,,,normal
mulberry,morera,,,normal
mullein,gordolobo,,,hard
mushrooms,setas,,,simple
mustard,mostaza,,,normal
narcissus,narciso,,,simple
nettle,ortiga,,,simple
oak,roble,,,simple
oats,avena,,,normal
oleander,adelfa,,,hard
olive,olivo,,,normal
onion,cebolla,,,simple
orange,naranja,,,simple
orange cap boletus,naranja boletus,,,normal
orchid,orquídea,,,normal
orchis,orchis,,,hard
oregam,oregam,,,normal
palm,palma,,,simple
palmcrist,palmera,,,hard
parsley,perejil,,,simple
pasqueflower,pasqueflower,,,hard
patsy,patsy,,,simple
peach,melocotón,,,simple
pear,pera,,,simple
peas,guisantes,,,simple
peas mouse,guisantes ratón,,,hard
peony,peonía,,,normal
pepper,pimienta,,,simple
pepper-mint,pimienta-menta,,,normal
persimmon,caqui,,,simple
pine,pino,,,simple
plantain,plátano,,,simple
plum,ciruela,,,simple
pomegranate,granada,,,simple
poplar,álamo,,,simple
poppy,amapola,,,normal
potato,patata,,,simple
primrose,onagra,,,hard
puffball,calabaza,,,hard
pumpkin,calabaza,,,simple
purslane,verdolaga,,,hard
pussy-willow,gayuba,,,simple
quinoa,quinoa,,,normal
radish,rábano,,,simple
raspberry,frambuesa,,,simple
reed,caña,,,normal
reed mace,macis de caña,,,simple
rhubarb,ruibarbo,,,hard
rice,arroz,,,simple
rose,rosa,,,simple
russule,russule,,,hard
rutabaga,colinabo,,,hard
rye,centeno,,,normal
saffron milk cap,níscalo,,,hard
sage,salvia,,,normal
sagitaria,sagitaria,,,hard
satan’s mushroom,seta de satán,,,normal
saxaul,saxaul,,,hard
saxifrage,saxífraga,,,hard
scabies,sarna,,,hard
sea-buckthorn,espino amarillo,,,normal
sedge,juncia,,,normal
seed,semilla,,,simple
shamrock,trébol,,,hard
shrimp,camarón,,,hard
silver fir,abeto,,,normal
sloe,endrina,,,normal
smooth elm-tree,olmo liso,,,normal
snowdrop,campanilla de invierno,,,simple
sorgo,sorgo,,,normal
soy,soja,,,normal
spathiphyllum,spathiphyllum,,,hard
spatter-dock,spatter-dock,,,normal
sphagnum,esfagno,,,hard
spruce,abeto,,,simple
spurge,tártago,,,hard
stone bramble,zarza de piedra,,,hard
stonecrop,uva de gato,,,hard
stratiotes-lat,estratiotes-lat,,,hard
strawberry,fresa,,,simple
sugar beet,remolacha azucarera,,,normal
sugar cane,caña de azúcar,,,normal
summer-and-winter radish,rábano de verano e invierno,,,simple
sunflower,girasol,,,simple
tamarisk,tamarisco,,,hard
tangerine,mandarina,,,simple
tansy,tanaceto,,,hard
thistle,cardo,,,normal
tomato,tomate,,,simple
touch-me-not,touch-me-not,,,hard
tulip,tulipán,,,simple
tutsan,tutsan,,,normal
valerian,valeriana,,,hard
viburnum,viburno,,,normal
violet,violeta,,,simple
viscaria vulgaris,viscaria vulgaris,,,hard
walnut,nogal,,,simple
watermelon,sandía,,,simple
weeping willow,sauce llorón,,,normal
wheat,trigo,,,simple
white boletus,boletus blanco,,,normal
wild leek,puerro silvestre,,,normal
wild oats,avena silvestre,,,normal
willow,sauce,,,simple
woodruff,castaño de Indias,,,hard
wormwood,ajenjo,,,normal
yew,tejo,,,normal
